name,price,quantity
OZ RAW IQF,42.71,256
WIN,36.03,324
OMAHA,12.1,12
LB SAUSAGE CHUB BREAKFASTLMII,38.23,76
AS ANQUS FRO,36.03,180
Z BEEF PHILLY STEAK RIBEYE,47.65,832
LB CHICKEN BRSTEILLET ORISPY,54.0,216
LB SAUSAGE BLACK OAK SMOKED,35.64,71
CLEMEN,13.04,15
LB OZ BLSI,35.71,107
DEER,85.3,170
MFRID,45.53,273
Z BEEE EHILLY STEAK ELEYE,47.65,285
DEEP,85.3,170
SpICY,45.53,273
OZ RAW IQF,42.71,256
WIN,36.03,324
OMAHA,12.1,12
LB SAUSAGE CHUB BREAKFASTLMII,38.23,76
AS ANQUS FRO,36.03,180
Z BEEF PHILLY STEAK RIBEYE,47.65,832
LB CHICKEN BRSTEILLET ORISPY,54.0,216
LB SAUSAGE BLACK OAK SMOKED,35.64,71
CLEMEN,13.04,15
LB OZ BLSI,35.71,107
DEER,85.3,170
MFRID,45.53,273
,71.85,12
HOCH,98.7,2
HEHHHT,74.6,136
BT FV,50.98,2
WHEHET TOTAL,54.4,4
,71.85,12
HOCH,98.7,2
HEHHHT,74.6,136
BT FV,50.98,2
WHEHET TOTAL,54.4,4
CD,48.04,356
FRY LIQUT SHORTENING CLEAR,36.99,332
T,40.5,691
DPP,40.5,12
GAL,40.53,40
KENS ISLAND THOUSAND DRESSING,57.7,662
,89.42,1
CD,48.04,356
FRY LIQUT SHORTENING CLEAR,36.99,332
T,40.5,691
DPP,40.5,12
GAL,40.53,40
KENS ISLAND THOUSAND DRESSING,57.7,662
,89.42,1
LB ATo WAFFLE FRIES,37.28,1
R ABRAOF RED SHREDDED,8.88,8
RC ARROT MATCHSTICK,21.65,21
SERY MED FOODSERVICE PAC,31.68,31
CT,41.74,166
Y INTON YELLOWSJUMBO,25.71,25
REPPER SJALAPENO,15.42,15
A SLZE,15.92,103
SOLR TN OTATO RUSSET SO CT IDA,44.84,448
OMATO CRAPE,16.24,4
LAYER,21.67,43
OUGH COOKIE CHOC CHUNK,87.79,32
INCH,26.9,80
BACON,47.2,283
LB KRA CUT LIGHTLY BREADED,26.24,157
LB RENCHFRIES SS,37.94,682
OTATO WAFFLE FRIES,37.28,111
CUT,19.6,78
UNNEL,24.95,74
LB ATo WAFFLE FRIES,37.28,1
R ABRAOF RED SHREDDED,8.88,8
RC ARROT MATCHSTICK,21.65,21
SERY MED FOODSERVICE PAC,31.68,31
CT,41.74,166
Y INTON YELLOWSJUMBO,25.71,25
REPPER SJALAPENO,15.42,15
A SLZE,15.92,103
SOLR TN OTATO RUSSET SO CT IDA,44.84,448
OMATO CRAPE,16.24,4
LAYER,21.67,43
OUGH COOKIE CHOC CHUNK,87.79,32
INCH,26.9,80
BACON,47.2,283
LB KRA CUT LIGHTLY BREADED,26.24,157
LB RENCHFRIES SS,37.94,682
OTATO WAFFLE FRIES,37.28,111
CUT,19.6,78
UNNEL,24.95,74
-,61.52,369
OZ RAW IQF,42.71,341
ANGUS FRE,36.03,324
Z EEFPHILLY STEAK RIBEYE,47.65,285
LB CHICKEN BRST FILLET CRISPY,54.0,216
LB AVSAGE BLACK OAK SMOKED F,35.64,106
A,14.64,14
DEEP,85.3,426
SPICY,45.53,273
-,61.52,369
OZ RAW IQF,42.71,341
ANGUS FRE,36.03,324
Z EEFPHILLY STEAK RIBEYE,47.65,285
LB CHICKEN BRST FILLET CRISPY,54.0,216
LB AVSAGE BLACK OAK SMOKED F,35.64,106
A,14.64,14
DEEP,85.3,426
SPICY,45.53,273
TOTAL WEIGHT,3.25,199
Z BUTTERF,88.04,704
GARLIC GRANULATED,32.59,32
SIN,8.72,139
PEPPER JALAPENO NACHO SLIC,32.17,32
Z MAYONNAISB SQUEEZELURSIDE,71.85,143
PAN SPRAY AEROSOL,31.87,31
CORNCREAM STYLE FANCY,42.11,42
TOTAL WEIGHT,3.25,199
Z BUTTERF,88.04,704
GARLIC GRANULATED,32.59,32
SIN,8.72,139
PEPPER JALAPENO NACHO SLIC,32.17,32
Z MAYONNAISB SQUEEZELURSIDE,71.85,143
PAN SPRAY AEROSOL,31.87,31
CORNCREAM STYLE FANCY,42.11,42
SOLUTION CL SALES SUMMARY,57.84,539
-Rincsisqueeze Tubes PuMp Motors Pump body,50.0,5
Single Units,71.9,0
SOLUTION CL SALES SUMMARY,57.84,539
-Rincsisqueeze Tubes PuMp Motors Pump body,50.0,5
Single Units,71.9,0
,55.34,19
LB CABBAGE RED SHREDDED,7.26,18
LETTUCE ICEBERG PREM PALLE,8.53,82
ETTUCE ROMAINE,32.77,588
POTATO RUSSET ILA,38.32,6
TOMATO ORAP,14.88,29
,87.04,602
,55.34,19
LB CABBAGE RED SHREDDED,7.26,18
LETTUCE ICEBERG PREM PALLE,8.53,82
ETTUCE ROMAINE,32.77,588
POTATO RUSSET ILA,38.32,6
TOMATO ORAP,14.88,29
,87.04,602
CHICKEN HACP WOG,47.17,56
CHICKEN HACP WOG,47.17,56
BLILL WATER DR TNKING PORIFIED,7.77,7
RORSERADTSH TRA AOT,13.58,68
LB CARLIC CRANULATEL,32.59,32
,50.52,560
,82.64,662
,44.5,0
SARD UPSIDE DOWN,29.42,2
CORNBREAD MIX,30.98,92
ILLING PEACH R,41.88,83
LB BREADING FISH FRY CRTSF,40.5,40
TRANS FAT,54.22,54
BLILL WATER DR TNKING PORIFIED,7.77,7
RORSERADTSH TRA AOT,13.58,68
LB CARLIC CRANULATEL,32.59,32
,50.52,560
,82.64,662
,44.5,0
SARD UPSIDE DOWN,29.42,2
CORNBREAD MIX,30.98,92
ILLING PEACH R,41.88,83
LB BREADING FISH FRY CRTSF,40.5,40
TRANS FAT,54.22,54
LD EOOR CREAM ACC NATORAC,86.17,24
LB GRAVY MIXPEPPERED,19.89,79
,19.59,129
B CHEESE AMERICAN SLICED WHI,51.84,898
AO,60.25,164
GAL MILK HOMO OALLON,24.04,24
HILAND,32.36,32
ANDC BAL,24.02,48
LD EOOR CREAM ACC NATORAC,86.17,24
LB GRAVY MIXPEPPERED,19.89,79
,19.59,129
B CHEESE AMERICAN SLICED WHI,51.84,898
AO,60.25,164
GAL MILK HOMO OALLON,24.04,24
HILAND,32.36,32
ANDC BAL,24.02,48
TONECETTE NOTST,4.75,7
SWEDE,27.4,164
TONECETTE NOTST,4.75,7
SWEDE,27.4,164
TRIPLE ANTIBIOTIC OINT MD,59.59,59
SERVICE CHARGE,58.5,58
X-LONG BANDAGE MEDIUM,11.0,444
TRIPLE ANTIBIOTIC OINT MD,59.59,59
SERVICE CHARGE,58.5,58
X-LONG BANDAGE MEDIUM,11.0,444
LB CTN DROCCOLI FLORET ICELESS,27.67,110
CD MuShROOM SCICED TUB,28.01,28
LB CTN ONION GREEN ICELESS,23.62,63
O C,35.48,960
LB EROCCOLT FLORET ICELESS,27.67,110
LB CELERY MED FOODSERVICE PAC,35.27,35
CT,24.62,41
P,12.36,24
LB MUSHROOM SLICED TUB,28.01,28
B CTNONION GREENICELESS,23.62,56
LB ONION YELLOW JUMBO,19.18,816
LB CSPEPPER JALAPENO,15.97,15
E A SIZE,19.01,38
OLB CTNPOTATORUSSET BO CT IDA,38.32,306
SWT ST DOUGH COOKIE CHOC CHUNK,87.79,58
INCH,26.9,53
BACON,47.2,188
OKRA COT LIGHILY BREADED,26.24,104
LG POTAIOWAFFLE FRIES,37.28,111
FLOUR,33.04,66
LE ORTILLA SORN WHITE,19.6,78
LB CTN DROCCOLI FLORET ICELESS,27.67,110
CD MuShROOM SCICED TUB,28.01,28
LB CTN ONION GREEN ICELESS,23.62,63
O C,35.48,960
LB EROCCOLT FLORET ICELESS,27.67,110
LB CELERY MED FOODSERVICE PAC,35.27,35
CT,24.62,41
P,12.36,24
LB MUSHROOM SLICED TUB,28.01,28
B CTNONION GREENICELESS,23.62,56
LB ONION YELLOW JUMBO,19.18,816
LB CSPEPPER JALAPENO,15.97,15
E A SIZE,19.01,38
OLB CTNPOTATORUSSET BO CT IDA,38.32,306
SWT ST DOUGH COOKIE CHOC CHUNK,87.79,58
INCH,26.9,53
BACON,47.2,188
OKRA COT LIGHILY BREADED,26.24,104
LG POTAIOWAFFLE FRIES,37.28,111
FLOUR,33.04,66
LE ORTILLA SORN WHITE,19.6,78
I,4.45,703
S FFRE,36.03,360
-,61.52,246
LBAVG PORK RIB ST LOUIS DUROC,34.35,34
SWALFILLETAS RAWIQF,42.12,969
ANGUS FRE,36.03,83
O,12.3,12
BEEF PHILLY STEAK RTBEYE,47.65,285
CHICKEN BRST FILLET CRISPY,54.33,80
L,35.71,107
CHIGKEN WING HOI SPICY,45.53,22
CAICH,84.6,68
TOIALWEIGHI,56.1,10
I,4.45,703
S FFRE,36.03,360
-,61.52,246
LBAVG PORK RIB ST LOUIS DUROC,34.35,34
SWALFILLETAS RAWIQF,42.12,969
ANGUS FRE,36.03,83
O,12.3,12
BEEF PHILLY STEAK RTBEYE,47.65,285
CHICKEN BRST FILLET CRISPY,54.33,80
L,35.71,107
CHIGKEN WING HOI SPICY,45.53,22
CAICH,84.6,68
TOIALWEIGHI,56.1,10
WATER DR INKAING PLFTED,7.77,31
z MAYONNATSE SOEEZE UPSTDE,71.85,71
GAL OIL GANOLA OCIVE BLEND,80.25,80
CB SAL FOSNER COARSE BOX,31.83,31
- GAL BAOCE FRTAR EOROPEAN,42.87,857
KENS KECBT ATIGAC DRESSING CAESAR TABCESIDE,77.47,774
LB BACON TOPPING PRECOOKED,76.98,91
LB CHICKEN BREAST BOZ BUTTERF,88.04,528
WATER DRINKING PURIFIED,7.77,31
DH,71.85,125
GAL OIL CANOLA OLIVE BLEND,80.25,80
LB BASE CHICKEN FLAVOR SOUP,60.0,60
GAL SAUCE TARTAR EUROPEAN,42.87,85
Z KETCHUP BOTTLE RED SQUEEZE,20.66,28
GAL MAYONNAISE HEAVY DUTY TOB,50.59,101
GAL DRESSING CAESAR TABLESIDE,77.49,77
WATER DR INKAING PLFTED,7.77,31
z MAYONNATSE SOEEZE UPSTDE,71.85,71
GAL OIL GANOLA OCIVE BLEND,80.25,80
CB SAL FOSNER COARSE BOX,31.83,31
- GAL BAOCE FRTAR EOROPEAN,42.87,857
KENS KECBT ATIGAC DRESSING CAESAR TABCESIDE,77.47,774
LB BACON TOPPING PRECOOKED,76.98,91
LB CHICKEN BREAST BOZ BUTTERF,88.04,528
WATER DRINKING PURIFIED,7.77,31
DH,71.85,125
GAL OIL CANOLA OLIVE BLEND,80.25,80
LB BASE CHICKEN FLAVOR SOUP,60.0,60
GAL SAUCE TARTAR EUROPEAN,42.87,85
Z KETCHUP BOTTLE RED SQUEEZE,20.66,28
GAL MAYONNAISE HEAVY DUTY TOB,50.59,101
GAL DRESSING CAESAR TABLESIDE,77.49,77
LB GRAY MIX PEPFERED,19.87,79
Z CORNBREAD MIX,30.98,61
OZ CHIP POTATO REG SINGLE SER CH,40.24,40
LB CHEESE PIMENTO SPREAD GF,51.12,51
GRILL TRANS FAT,54.22,54
LB SUGAR PURE CANE GRANULATED DS,43.89,87
OZ TOPPING DESSERT DESIGN CAR,27.02,27
TOPPING STRAWBERRY DESSERT,66.21,66
LB GRAVY MIX PEPPERED,19.89,79
LB SOUR CREAMALL NATURAL,28.73,52
EGG FRESH SHELL XL USDA AA,60.29,600
GAL MILK HOMO GALLON,48.08,65
GAL ICE CREAM VANILLA BEAN,42.55,42
LB BUTTER BLEND WHIPPED SALT,72.06,393
,52.0,52
LE CHEESE CROMBLE,38.35,38
CHEESE AMERTGANLUAR SWHT,79.4,317
LB GRAY MIX PEPFERED,19.87,79
Z CORNBREAD MIX,30.98,61
OZ CHIP POTATO REG SINGLE SER CH,40.24,40
LB CHEESE PIMENTO SPREAD GF,51.12,51
GRILL TRANS FAT,54.22,54
LB SUGAR PURE CANE GRANULATED DS,43.89,87
OZ TOPPING DESSERT DESIGN CAR,27.02,27
TOPPING STRAWBERRY DESSERT,66.21,66
LB GRAVY MIX PEPPERED,19.89,79
LB SOUR CREAMALL NATURAL,28.73,52
EGG FRESH SHELL XL USDA AA,60.29,600
GAL MILK HOMO GALLON,48.08,65
GAL ICE CREAM VANILLA BEAN,42.55,42
LB BUTTER BLEND WHIPPED SALT,72.06,393
,52.0,52
LE CHEESE CROMBLE,38.35,38
CHEESE AMERTGANLUAR SWHT,79.4,317
OZ ULTRA CLEAR,79.33,79
IN BAMBOO RNOTTED,20.93,20
DL,29.8,118
GAL BLACK,34.58,69
,31.88,130
NAPKIN BEV IPLY,22.01,44
L TRANS SLOTTE,18.25,1
OZ ULTRA CLEAR,79.33,79
IN BAMBOO RNOTTED,20.93,20
DL,29.8,118
GAL BLACK,34.58,69
,31.88,130
NAPKIN BEV IPLY,22.01,44
L TRANS SLOTTE,18.25,1
CBYPASS MAKEUPIOVERFLOW DRAIN,30.0,5
,21.95,109
DISPENSING EQUIPMENT,30.0,5
,21.95,109
,95.4,276
D-GREASE,78.4,15
FullCases,71.1,0
CLEANLINESS,30.0,521
RINSE PRESSURE RAN BYPASS MAKEUPIOVERFLOW OPERATING PROCEDURES,30.0,5
DISPENSING EQUIPMENT,30.0,5
CBYPASS MAKEUPIOVERFLOW DRAIN,30.0,5
,21.95,109
DISPENSING EQUIPMENT,30.0,5
,21.95,109
,95.4,276
D-GREASE,78.4,15
FullCases,71.1,0
CLEANLINESS,30.0,521
RINSE PRESSURE RAN BYPASS MAKEUPIOVERFLOW OPERATING PROCEDURES,30.0,5
DISPENSING EQUIPMENT,30.0,5
ORANGE CHOICe,13.07,19
LD FM ONTON GREEN ICELESS,20.36,20
Lb ONTON Yellow JUNO,25.71,51
CB Ca PEPPER UACAPENO,16.08,76
LB LEMON CHOICE,34.39,68
ORANGE CHOICE,13.07,1
ICELESS,34.2,68
LB CABBAGE RED SHREDDED,8.88,8
CARROT SHRED,16.8,33
R CF,25.82,25
CTNOICE,17.28,17
ETTUCEAICEBERG PREM PALLE,68.64,137
ETTUCE ROMAINE,44.13,44
P,12.36,24
B ONION GREEN ICELESS,20.36,921
ONION YELLOW JUMBO,25.71,51
PEPPER JALAPENO,16.08,16
POTATORUSSETGO CT IDA,43.75,243
C,16.24,48
INC,53.8,133
QKRA WHOLEBREADED IQF,35.32,211
MCFOX FRENCH FRTES SS,37.94,569
ORANGE CHOICe,13.07,19
LD FM ONTON GREEN ICELESS,20.36,20
Lb ONTON Yellow JUNO,25.71,51
CB Ca PEPPER UACAPENO,16.08,76
LB LEMON CHOICE,34.39,68
ORANGE CHOICE,13.07,1
ICELESS,34.2,68
LB CABBAGE RED SHREDDED,8.88,8
CARROT SHRED,16.8,33
R CF,25.82,25
CTNOICE,17.28,17
ETTUCEAICEBERG PREM PALLE,68.64,137
ETTUCE ROMAINE,44.13,44
P,12.36,24
B ONION GREEN ICELESS,20.36,921
ONION YELLOW JUMBO,25.71,51
PEPPER JALAPENO,16.08,16
POTATORUSSETGO CT IDA,43.75,243
C,16.24,48
INC,53.8,133
QKRA WHOLEBREADED IQF,35.32,211
MCFOX FRENCH FRTES SS,37.94,569
RTBEYE,47.65,285
OZ BEEF STEAK RIBEYE,47.65,285
RTBEYE,47.65,285
OZ BEEF STEAK RIBEYE,47.65,285
GAL,32.66,65
GAL SACCE BBQ REGULAR,50.52,507
,45.26,24
,44.5,8
TOTAL,50.98,611
CHICKEN BREAST SOZ BUTTERI,88.04,440
GARLIC GRANULATED,32.59,32
HIN,13.36,109
DRINKINGIPURIFTED,23.31,109
MAYONNAISE SQUEEZE URSIDE,43.7,118
CORN CREAM STYLEFANOY,42.11,42
HORSERADISH EXTRA HOT,14.79,4
GAL,32.66,65
Z COFFEE TRADLTIONAL FF,63.86,988
BEAN BLACK FANCY,35.32,650
SAUCE BBQ REGULAR,50.52,50
LIQUID SMOKE HICKORY,45.26,45
KETCHUP BOTTLE RED SQUEEZE,20.66,144
ALLGAL DK,35.63,0
AC GAL DRESSING DIJON HONEY MUSTA,44.5,44
GAL,32.66,65
GAL SACCE BBQ REGULAR,50.52,507
,45.26,24
,44.5,8
TOTAL,50.98,611
CHICKEN BREAST SOZ BUTTERI,88.04,440
GARLIC GRANULATED,32.59,32
HIN,13.36,109
DRINKINGIPURIFTED,23.31,109
MAYONNAISE SQUEEZE URSIDE,43.7,118
CORN CREAM STYLEFANOY,42.11,42
HORSERADISH EXTRA HOT,14.79,4
GAL,32.66,65
Z COFFEE TRADLTIONAL FF,63.86,988
BEAN BLACK FANCY,35.32,650
SAUCE BBQ REGULAR,50.52,50
LIQUID SMOKE HICKORY,45.26,45
KETCHUP BOTTLE RED SQUEEZE,20.66,144
ALLGAL DK,35.63,0
AC GAL DRESSING DIJON HONEY MUSTA,44.5,44
NATURAL,28.73,88
MUSTARD PC POUCH,15.62,15
GR DR,33.65,67
CHIP POTATO REG SINGLE OER,40.24,40
,51.21,2
LB DQ,19.89,59
SOUR CREAM ALL NATURAI,28.73,86
EGG FRESH SHELL XL USDAMAA,36.49,36
SHRED,26.51,185
ICE CREAM VANILLA BEAN,42.55,42
LB BUTTER BLEND WHIPPED SALTE,24.02,48
HANDGA CUP PLAS SOURELE CBOAC,29.8,10
P HW,22.83,45
NATURAL,28.73,88
MUSTARD PC POUCH,15.62,15
GR DR,33.65,67
CHIP POTATO REG SINGLE OER,40.24,40
,51.21,2
LB DQ,19.89,59
SOUR CREAM ALL NATURAI,28.73,86
EGG FRESH SHELL XL USDAMAA,36.49,36
SHRED,26.51,185
ICE CREAM VANILLA BEAN,42.55,42
LB BUTTER BLEND WHIPPED SALTE,24.02,48
HANDGA CUP PLAS SOURELE CBOAC,29.8,10
P HW,22.83,45
) Tax based on,6.56,20
Tax based on,6.56,20
) Tax based on,6.56,20
Tax based on,6.56,20
DEEP,85.3,426
DEEP,85.3,426
P,15.36,24
B CTN ONION GREEN ICECESS,20.36,20
,51.42,86
C,55.97,65
RANGE CHOICE,13.07,13
LB BROCCOLI FLORET ICELESS,34.2,136
ALBAGE RED SHREDDED,8.88,17
IRMN,25.82,52
SHREDDED,12.36,24
CC,19.84,19
E,16.08,32
LAYER,19.5,58
JOOGHCOOKIE CHUC CHUNK,87.79,175
INCH,26.9,26
OA FPOIOR RA SREADEL,26.24,157
P,15.36,24
B CTN ONION GREEN ICECESS,20.36,20
,51.42,86
C,55.97,65
RANGE CHOICE,13.07,13
LB BROCCOLI FLORET ICELESS,34.2,136
ALBAGE RED SHREDDED,8.88,17
IRMN,25.82,52
SHREDDED,12.36,24
CC,19.84,19
E,16.08,32
LAYER,19.5,58
JOOGHCOOKIE CHUC CHUNK,87.79,175
INCH,26.9,26
OA FPOIOR RA SREADEL,26.24,157
SPICY C,45.53,364
CORN CUT SIMPLY SWEET,26.08,26
CUT,19.6,39
SERVE,24.95,123
PORK SKINRAW,67.01,67
-,61.52,246
SWAI FILLE,42.71,117
ANGUS FRE,36.03,576
Z EEF PHILLY STEAK RIBEYE,47.65,40
-QOIDEEP,85.3,16
LB CHICKEN WINGHOT SPICY,45.53,364
SPICY C,45.53,364
CORN CUT SIMPLY SWEET,26.08,26
CUT,19.6,39
SERVE,24.95,123
PORK SKINRAW,67.01,67
-,61.52,246
SWAI FILLE,42.71,117
ANGUS FRE,36.03,576
Z EEF PHILLY STEAK RIBEYE,47.65,40
-QOIDEEP,85.3,16
LB CHICKEN WINGHOT SPICY,45.53,364
,9.25,100
Z WATER DRTNTTNG PORTFTED,77.77,55
BEAM GREEN CoT GCOE CARE,34.73,68
RED PA RPKBR FoM FETTTE,9.77,557
CB,12.31,167
t TOTAL SWEIOHT,2.08,296
TERF,88.04,528
SIN,8.72,139
PEPPERJALAPENO NACHO SLIC DN,32.17,32
BEAN GREEN C BLDE LAKE,34.73,42
CORN CREAM STYLE FANCY,42.11,84
CAL,32.66,65
GAL SAUCE BBQ REGULAR,50.52,50
,9.25,100
Z WATER DRTNTTNG PORTFTED,77.77,55
BEAM GREEN CoT GCOE CARE,34.73,68
RED PA RPKBR FoM FETTTE,9.77,557
CB,12.31,167
t TOTAL SWEIOHT,2.08,296
TERF,88.04,528
SIN,8.72,139
PEPPERJALAPENO NACHO SLIC DN,32.17,32
BEAN GREEN C BLDE LAKE,34.73,42
CORN CREAM STYLE FANCY,42.11,84
CAL,32.66,65
GAL SAUCE BBQ REGULAR,50.52,50
GAl ORESSING BALSAMTC VINATGRE,52.68,524
z KONNATSE PC FOTE SOOEEZE,32.03,3
,40.53,94
GAL SAUCE SEAFOOD COCKTAI,49.54,49
GA EUROPEAN,42.43,84
ETCHOP RET SQUEEZE,20.66,103
RESSING ORIGINAL RANC,35.41,35
CLASSIC,32.04,32
,29.42,748
KRAF SQUEEZE,32.03,32
,33.65,67
,54.22,2
GAl ORESSING BALSAMTC VINATGRE,52.68,524
z KONNATSE PC FOTE SOOEEZE,32.03,3
,40.53,94
GAL SAUCE SEAFOOD COCKTAI,49.54,49
GA EUROPEAN,42.43,84
ETCHOP RET SQUEEZE,20.66,103
RESSING ORIGINAL RANC,35.41,35
CLASSIC,32.04,32
,29.42,748
KRAF SQUEEZE,32.03,32
,33.65,67
,54.22,2
CT SCRUBBER StAINLESS STEEL X,22.29,22
QT CREAMER HALF AND HALF,32.36,32
GA ICE CREAM VANILLA BEAN,42.55,85
BUTTER BLEND WHIPPED SALTE,24.02,96
,71.4,43
C AS,52.14,52
,68.49,1
NMOT,55.22,55
CT SCRUBBER StAINLESS STEEL X,22.29,22
QT CREAMER HALF AND HALF,32.36,32
GA ICE CREAM VANILLA BEAN,42.55,85
BUTTER BLEND WHIPPED SALTE,24.02,96
,71.4,43
C AS,52.14,52
,68.49,1
NMOT,55.22,55
,27.29,26
SD LUG OMATO ROMA T,19.77,19
LB Putato WAFFCE FRIES,37.28,74
TN,33.04,66
LB CS RANGE CHOICE,13.07,13
USHROOM SLICED TUB,28.01,28
LB CTN ONION GREEN ICELESS,23.62,23
NION YELLOWJUMBO,20.0,20
EPPER JALAPENO,16.73,16
A SIZE,19.01,57
SOLB CTN BATO RUSSE IDA,38.32,383
OMATO GRAPE,14.88,89
LAYER,19.5,68
Z OUOH COOKIE ECHOC CHONA,87.79,87
INCH,26.9,53
IGF,24.35,48
LB IKRA CUTLIGHTLY BREADEI,26.24,157
LE RENCH FRIES SS,37.94,455
FLOUR,33.04,66
LB ORTILLACORN WHITE CO,19.6,39
,27.29,26
SD LUG OMATO ROMA T,19.77,19
LB Putato WAFFCE FRIES,37.28,74
TN,33.04,66
LB CS RANGE CHOICE,13.07,13
USHROOM SLICED TUB,28.01,28
LB CTN ONION GREEN ICELESS,23.62,23
NION YELLOWJUMBO,20.0,20
EPPER JALAPENO,16.73,16
A SIZE,19.01,57
SOLB CTN BATO RUSSE IDA,38.32,383
OMATO GRAPE,14.88,89
LAYER,19.5,68
Z OUOH COOKIE ECHOC CHONA,87.79,87
INCH,26.9,53
IGF,24.35,48
LB IKRA CUTLIGHTLY BREADEI,26.24,157
LE RENCH FRIES SS,37.94,455
FLOUR,33.04,66
LB ORTILLACORN WHITE CO,19.6,39
OZ RAW IQF,42.12,252
ANGUS FRE,36.03,612
Z,12.2,12
Z DEEF PHILLY STEAK RIBEYE,47.65,476
CHICKEN BRST FILLET CRISPY,54.33,108
CT PA,90.65,181
LB HICKEN WING HOT SPICY,45.53,682
OZ RAW IQF,42.12,252
ANGUS FRE,36.03,612
Z,12.2,12
Z DEEF PHILLY STEAK RIBEYE,47.65,476
CHICKEN BRST FILLET CRISPY,54.33,108
CT PA,90.65,181
LB HICKEN WING HOT SPICY,45.53,682
Z WAYONNAISE SQUEEZE UPBIDE Fi,71.85,21
GAL ACCE TARTAR EOROPEAN,42.87,5
,41.32,35
B AUSAGE ANDOUILLE ROPE STY,35.54,71
LB HICKEN BREAST BOZ BUTTERF,88.04,264
T BUN HAMBURGER WHT A SIN,8.72,969
AYONNAISE SQUEHZE UPSIDE,1.85,71
ORN CREAM STYLE FANCY,42.11,42
Z ORSERADISH EXTRA HOT,13.58,13
EAN BLACK FANCY,35.32,30
GAL AUCE BBQ REGULAR,50.52,50
GAL IQUID SMOKE HICKORY,45.26,45
GAL SAUCETARTAR EUROPEAN,42.87,42
ZO ETCHUP BOTTLE RED SQUEEZE,20.66,41
AUCETTABASCO,35.63,35
GAL RESSING COLESLAW,81.78,81
IGAL MAYONNAISE HEAVY DUTY,50.59,50
GAL DIJON HONEY MUSTA E,44.5,44
Z WAYONNAISE SQUEEZE UPBIDE Fi,71.85,21
GAL ACCE TARTAR EOROPEAN,42.87,5
,41.32,35
B AUSAGE ANDOUILLE ROPE STY,35.54,71
LB HICKEN BREAST BOZ BUTTERF,88.04,264
T BUN HAMBURGER WHT A SIN,8.72,969
AYONNAISE SQUEHZE UPSIDE,1.85,71
ORN CREAM STYLE FANCY,42.11,42
Z ORSERADISH EXTRA HOT,13.58,13
EAN BLACK FANCY,35.32,30
GAL AUCE BBQ REGULAR,50.52,50
GAL IQUID SMOKE HICKORY,45.26,45
GAL SAUCETARTAR EUROPEAN,42.87,42
ZO ETCHUP BOTTLE RED SQUEEZE,20.66,41
AUCETTABASCO,35.63,35
GAL RESSING COLESLAW,81.78,81
IGAL MAYONNAISE HEAVY DUTY,50.59,50
GAL DIJON HONEY MUSTA E,44.5,44
,97.89,0
Lb KNEESE CHEDDAR JACK BHRED,27.23,217
CT CREAMER FACF AND HALF,29.81,29
Z MUSTARD YELLOW UPSIDE DOWN,29.42,29
OZ CORNBREAD MIX,30.98,61
,51.12,10
LB SUGAR PURE CANE QRANULATED,43.89,87
OZ SYRUPO CHOCOLATE SQUEEZE,69.39,669
,39.78,27
,76.48,56
LB SOUR CREAM ALL NATURAL,28.03,12
DZ GG FRESHZSHELLIXL USDA AA,60.29,60
GAL MILK HOMO GALLON,24.13,24
SA LK BUTTERMILKWHOLE,32.63,97
HEESE CHEDDAR JACK SHRED,27.23,217
REAMER HALF AND HALF,29.81,29
CREAM VANILLA BEAN,42.55,42
BUTTER BLEND WHIPPED SAL,24.02,48
LB CHEESE AMERICAN SLICED,52.0,52
LB CHEESE AMERICAN LOAF TWHITE,79.4,338
,97.89,0
Lb KNEESE CHEDDAR JACK BHRED,27.23,217
CT CREAMER FACF AND HALF,29.81,29
Z MUSTARD YELLOW UPSIDE DOWN,29.42,29
OZ CORNBREAD MIX,30.98,61
,51.12,10
LB SUGAR PURE CANE QRANULATED,43.89,87
OZ SYRUPO CHOCOLATE SQUEEZE,69.39,669
,39.78,27
,76.48,56
LB SOUR CREAM ALL NATURAL,28.03,12
DZ GG FRESHZSHELLIXL USDA AA,60.29,60
GAL MILK HOMO GALLON,24.13,24
SA LK BUTTERMILKWHOLE,32.63,97
HEESE CHEDDAR JACK SHRED,27.23,217
REAMER HALF AND HALF,29.81,29
CREAM VANILLA BEAN,42.55,42
BUTTER BLEND WHIPPED SAL,24.02,48
LB CHEESE AMERICAN SLICED,52.0,52
LB CHEESE AMERICAN LOAF TWHITE,79.4,338
Z SLO,27.42,42
Z BLACK,29.8,29
-C LARGE,29.25,58
X,31.33,31
GDELIPOLY EIP TOP,36.05,9
Z SLO,27.42,42
Z BLACK,29.8,29
-C LARGE,29.25,58
X,31.33,31
GDELIPOLY EIP TOP,36.05,9
O,33.6,8
ICELESS FLORET BROCCOLI,13.07,8
ET DRANGE CHOICE TEO cC,84.45,45
,35.48,35
O,33.6,8
ICELESS FLORET BROCCOLI,13.07,8
ET DRANGE CHOICE TEO cC,84.45,45
,35.48,35
,61.52,184
,67.01,95
-,61.52,184
OZ RAW IQF,42.12,69
ANGUS FRE CB,36.03,19
TOTALWEIGHT,12.11,998
BAUSAGE GROUND BREAKEAST,30.42,91
,5.62,658
CATCH BEEPBRISKEDCHUICESEL,83.9,79
OIOF,3.36,500
,61.52,184
,67.01,95
-,61.52,184
OZ RAW IQF,42.12,69
